,Name,Age,Avg_mark
357,James James,22,5.3
923,Francis Corriveau,22,4.4
3114,Marlin Bolling,22,9.33
3113,Eric Houston,22,8.95
4673,Jeannette Hester,22,6.26
916,Natalie Decarlo,22,5.3
85,Scott Furman,22,4.57
3587,Peter Ludlam,22,6.95
4823,Sally Ligon,22,5.0
1787,Linda Calhoon,22,7.12
673,Helen Vargas,22,1.48
3102,Megan Batchelor,22,7.14
879,Walter Sutulovich,22,4.03
3680,Daniel Sanmartin,22,2.4
360,Talisha Lastrapes,22,3.07
893,Jacqueline Shively,22,6.25
4630,Wilbert Macias,22,9.34
2947,David Hernandez,22,9.24
3094,Harold Jugo,22,0.71
3093,Gertrude Moore,22,0.72
3090,Mary Sharp,22,9.53
3089,Jerry Swartz,22,1.35
384,Patricia Dallas,22,0.1
4355,Charles Reed,22,3.04
4362,Marion Daniels,22,3.4
3118,Thomas Tolles,22,4.33
45,Marlon Cox,22,6.6
3014,David Paz,22,4.49
2968,Larry Simpson,22,1.05
783,Hugo Curtis,22,9.35
2970,Jose West,22,2.29
3649,Laura Murphy,22,0.36
1716,Winfred Frazier,22,2.85
1743,Rosie Harsh,22,6.3
2549,Marian Bluhm,22,5.24
2558,Denise Wogan,22,9.27
57,Jack Rodriguez,22,6.11
2563,Grace Hefty,22,0.67
3000,David Molina,22,1.66
2567,James Edwards,22,0.21
2568,Richard Austin,22,5.98
4684,Timothy Webster,22,9.93
1742,Steven Richie,22,4.22
4438,April Towns,22,3.5
4436,Steve Ghosh,22,4.15
412,Thelma Carpio,22,2.84
1740,Rebecca Rybowiak,22,5.43
4421,David Nichols,22,6.78
1727,Jim Weaver,22,0.33
56,James Karst,22,7.81
62,Latoya Sweeden,22,3.15
4394,Michael Daily,22,9.91
4450,James Carlson,22,1.07
4638,John Campbell,22,3.29
2959,John Abe,22,2.09
204,Emanuel Nagle,22,1.73
418,Charles Wolfman,22,7.34
818,Garry Dennie,22,3.32
2603,Edward Gonzalez,22,5.49
3658,James Gonder,22,8.07
4370,Isaiah Davis,22,2.03
2517,Maurice Kopka,22,2.2
3657,Marian Wheelis,22,0.51
804,Erin Nozum,22,7.51
2527,Matthew Lin,22,9.14
4689,Virginia Wilson,22,5.05
4952,Brenda Woodham,22,0.33
2529,Emily Thompson,22,1.66
4451,Shannon Sorensen,22,2.63
4381,Jason Morris,22,9.38
4382,Stephen Nixon,22,4.53
4383,Jose Kirkpatrick,22,6.09
4384,John Souphom,22,1.24
4385,James Fetterhoff,22,0.43
4386,Jeanette Vilven,22,9.92
1710,Anita Spain,22,8.2
3685,Leslie Robirds,22,5.43
1434,Anthony Cornely,22,5.91
350,Pearl Oberholtzer,22,6.3
1640,Alissa Jackson,22,4.1
3120,Jennifer Tarwater,22,0.23
4205,Elsa Jeffries,22,0.79
630,Andre Bailey,22,2.85
341,Kathleen Scott,22,4.97
2650,Jeffery Boyer,22,7.12
2360,Jackie Small,22,0.31
4212,Adrian Dorsey,22,7.97
2905,Shirley Tshudy,22,6.1
981,Laura Chisum,22,4.9
4491,Barbara Wagner,22,8.38
3569,James Pollack,22,7.11
980,Paul Lewis,22,6.22
2295,Sharon Ward,22,0.37
4720,Kristen Travers,22,6.07
974,Henry Schulman,22,1.96
3213,Rafael Jefferson,22,2.75
3706,Edward Ramirez,22,4.64
2380,Eloise Landaverde,22,9.82
101,Felipe Pines,22,4.5
4723,Gigi Lasala,22,1.07
970,Edward Richards,22,0.56
1632,Anna Stoeckel,22,1.14
1820,Kelly Jackson,22,8.28
3198,Daniel Mullenix,22,5.09
1018,Ruth Mohamed,22,4.92
4502,Iona Whitehouse,22,7.61
2661,Matthew Smith,22,2.96
4626,Brigette Culpit,22,9.66
2306,Tonia Carpenter,22,1.82
3724,Vernell Hampton,22,3.15
3189,Marie Russo,22,9.93
390,Melissa Fee,22,6.26
633,Judith Miller,22,0.33
4194,Rebecca Park,22,2.31
4195,Florence Schutz,22,9.82
3206,Karl Menendez,22,2.77
4665,Sandra Carpenter,22,5.25
1627,Oscar Burt,22,8.79
4497,Miss Orick,22,1.64
4667,Ruth Ratcliff,22,8.26
4909,Kimberly Arsenault,22,6.78
3200,Ronald Leary,22,7.35
3703,Kassandra Callahan,22,5.11
2627,Michael Armstrong,22,9.22
347,William Carter,22,1.35
1650,Nina Harris,22,4.68
4821,Hannelore Townsend,22,4.43
1054,Betty Ortega,22,4.85
2411,Jose Finkel,22,8.2
2412,Christopher Lim,22,1.33
948,Rachel Hanes,22,5.96
3223,Howard Shattuck,22,0.15
4671,Deborah Grier,22,2.66
7,Margaret Little,22,6.25
1663,James Mccauley,22,7.33
1829,Frank Williams,22,7.44
1667,William Goldstein,22,5.52
88,Karen Beaman,22,2.28
941,Candace Davison,22,4.57
4264,Katelyn Cedar,22,4.26
1669,Joseph Roberson,22,2.05
2935,Harold Woodson,22,8.35
3697,Claude Pack,22,8.04
3633,George Green,22,8.03
224,Geoffrey Ballard,22,4.42
4232,James Quincel,22,9.26
618,Steven Wilson,22,6.27
2388,Jean Bryant,22,0.51
967,Daniel Orr,22,8.44
3150,Grace Smith,22,8.22
2928,Joel Mccollum,22,9.51
2634,Geri Allen,22,7.58
1621,Judy Robbins,22,7.6
1800,Mary Grandi,22,5.07
960,Brian Taegel,22,9.42
2630,James Boyd,22,4.31
3835,Fae Obrien,21,8.21
4829,Kirk Scriven,21,7.06
3742,Stephen Morse,21,9.93
3729,Victor Washington,21,6.41
4623,Sharon Jones,21,5.9
226,Margery Long,21,7.94
1612,Norma Mcclain,21,1.14
1449,Brian Breitbart,21,3.81
1730,Willie Scott,21,7.82
1454,Dale Johnson,21,3.71
1720,Frank Porch,21,4.13
3852,Jeffery Jones,21,4.31
1607,Nancy Odom,21,0.03
3640,Bruce Brown,21,5.74
1721,Susan Lawrence,21,9.65
1618,Doris Brown,21,9.52
4615,David May,21,2.36
475,Ryan Demmons,21,0.83
1611,Dana Johnson,21,3.74
3850,Heather Swanson,21,4.69
3755,Christina Roberts,21,3.79
3831,Rebecca Slater,21,7.34
4632,Regina Corscadden,21,7.54
1644,Joanne Taus,21,0.84
3675,Gary Gast,21,0.91
1647,Denise Garnand,21,3.9
456,Brian Andrade,21,1.27
3700,Gertrude Obrien,21,3.54
3757,Debra Coachman,21,3.75
1532,Alan Sauceda,21,9.09
3678,Dallas Adams,21,1.23
1473,Linda Hilker,21,8.88
1575,Shirley Prager,21,7.55
435,Chad Morris,21,7.41
4810,Chung Lucero,21,6.38
3681,Tyler Darosa,21,1.71
1546,Sara Limon,21,0.48
3690,Paula Manning,21,5.36
1668,Ashley Mcreynolds,21,9.79
457,Zita Cordeiro,21,0.2
3673,Joseph Hoar,21,5.36
1683,Jose Daly,21,1.21
1690,Lou Ultseh,21,6.31
1628,Justin Fritz,21,2.56
436,Lucy Cowan,21,9.17
3824,Joyce Heller,21,1.46
3656,Margaret Manheim,21,8.15
1598,Greg Shelton,21,8.55
3819,Christina Ybarra,21,0.04
1489,Jennifer Cross,21,8.55
1596,Andrew Campbell,21,8.61
3717,Debbie Kirk,21,9.41
1593,Lorraine Peterson,21,4.54
3715,James Helle,21,8.08
4634,Monica Lubinski,21,6.7
4627,Amanda Bouknight,21,7.56
234,Donna Hilton,21,6.86
1642,Sarah Shea,21,6.0
1435,Rickey Meeler,21,0.6
318,Donna Brazil,21,5.75
1430,John Lingbeek,21,3.91
616,Michael Dalton,21,3.44
966,Patricia Becker,21,7.18
653,Alan French,21,2.34
4241,Kristen Drake,21,6.55
953,Ruth Leta,21,3.08
4715,Rosetta Markow,21,4.42
4255,Allyson Smith,21,0.9
947,Darline Antone,21,2.87
946,Maria Rhew,21,5.96
663,Doris Fike,21,7.16
386,Julie Espinal,21,8.46
669,Elmer Stuart,21,2.24
4474,Jessica Vidrio,21,6.47
932,Lorenza Ciocca,21,9.64
4276,Renee Lee,21,2.72
4277,George Tinsley,21,8.7
4471,Essie Latimer,21,0.36
4279,William Lee,21,8.84
4233,Joseph Matthews,21,1.21
4230,Timothy Sartin,21,9.56
643,Abraham Ferris,21,3.56
1013,Troy Hodge,21,4.04
4161,Margaret Ascolese,21,0.05
4165,Janet Fernandez,21,1.79
4167,Adam Ortega,21,9.22
1043,Angela Walker,21,9.82
1041,Carla Mckeown,21,6.95
1030,Enoch Olin,21,6.72
1022,Mendy Lewis,21,8.21
4191,Kathleen Calzada,21,2.73
641,Tammy Laforce,21,6.53
4193,Carlo Dartt,21,0.4
4196,Ann Elmore,21,7.78
1009,Michael Mooney,21,3.59
987,Margaret Taylor,21,4.07
4213,Syreeta Miller,21,8.33
982,Dirk Barrera,21,6.14
4220,Franklin Wallace,21,3.42
4288,Anna Maxam,21,4.39
4293,Roy Heath,21,2.0
891,Gerda Irvin,21,6.61
4685,Brandon Reid,21,9.51
4692,Inez Roebuck,21,0.33
4388,Patricia Upshaw,21,1.33
4690,Amy Lowry,21,2.68
373,Mina Ferreira,21,1.1
709,Linda Allen,21,6.65
374,Kenneth Rieves,21,0.84
778,Mary Huddleston,21,2.39
4677,Tami Tyree,21,3.45
810,Nancy Batts,21,5.03
762,Louis Meade,21,0.78
759,Anthony Haigh,21,8.68
4415,Carl Turner,21,7.27
751,Naomi Knight,21,3.68
4422,Else Ulloa,21,7.71
730,Charles Blagg,21,9.92
377,Carlos Williams,21,0.68
370,Joann Peragine,21,3.93
815,Noemi Paulding,21,3.27
4301,Kathleen Hamelton,21,4.62
855,Rebecca Howard,21,1.18
883,Daniel Bauer,21,4.13
4310,Anita Jones,21,6.88
4703,Brandee Shones,21,8.15
4702,Delores Kositzke,21,8.92
4323,Pilar Bernier,21,1.51
863,Angela Theriot,21,4.03
677,Caroline Blackburn,21,6.53
4700,Ruben Anderson,21,4.88
698,Carol Edington,21,8.13
4341,Elizabeth Tennant,21,1.6
842,Julie Akers,21,8.37
366,Chelsea Chase,21,9.69
4354,Miguel Robare,21,2.12
383,Karen Devine,21,8.44
823,Vivian Eaton,21,4.3
821,Dollie Kelley,21,4.42
1056,Albert Chittum,21,2.66
1061,Blake Smallwood,21,2.24
1424,Thomas Mcgrath,21,3.55
4156,Mellie Browning,21,3.13
3933,Cynthia Burns,21,9.25
3935,Emily Valdes,21,5.83
4654,Hazel Adank,21,1.41
512,Charlie Hinkle,21,3.23
3949,Matthew Jones,21,8.18
1329,Shirley Thomas,21,0.82
522,Randi Bennett,21,3.85
524,John Williams,21,5.72
3957,Edward Dec,21,0.54
285,Ebony Unger,21,8.7
3964,Lisa Jones,21,1.99
3970,Gary Simpson,21,1.89
1297,Myles Denny,21,2.41
4569,Tracy Martino,21,3.25
3978,Karen Kmiotek,21,3.35
3979,Alyssa Bascomb,21,9.4
292,Janice Solis,21,1.44
274,Catherine Warner,21,1.21
504,Donald Gearhart,21,6.92
1364,Roberto Browning,21,8.71
4792,Latrisha Herman,21,9.46
1419,Joann Lara,21,2.92
3881,Ralph Acevedo,21,7.43
1414,Pamela Cano,21,7.94
1409,Dorothy Smith,21,2.92
4593,Robert Champion,21,7.49
247,Carlos Wood,21,0.54
4591,Donna James,21,8.01
3900,Dorothy Jackson,21,9.36
1367,Donna Osman,21,8.79
4790,Sonia Brevig,21,3.23
1378,Eddie Gugler,21,8.6
251,Miles Thompson,21,0.09
3910,Mary Jeffreys,21,3.19
3912,Hong Camper,21,2.99
1375,Heather Montgomery,21,4.05
4587,Paul Schumann,21,3.99
3991,James Smith,21,1.06
1266,Amelia Seeger,21,4.45
4764,Danny Freeman,21,7.02
4125,Nickie Moore,21,4.84
4744,Katie Crabtree,21,2.26
4533,Ana Bond,21,0.16
4741,Carlos Johnson,21,7.97
4738,Albert Lin,21,2.77
1125,Karen Gimbel,21,6.61
1109,Michael Garza,21,3.74
4124,William Elswick,21,0.95
4126,George Lewis,21,4.73
4745,William Tola,21,1.08
326,Stephanie Gray,21,1.86
4133,Perry Langford,21,1.48
4134,Kristin Zambelli,21,2.56
1096,Benjamin Kim,21,9.25
1085,Dennis Chism,21,3.38
335,Diane Bowman,21,7.01
1066,Steven Murphy,21,3.63
572,James Rodenberger,21,0.78
1162,Patsy Theuret,21,9.16
533,Maria Sansburn,21,4.46
4552,Jerry Knott,21,1.14
4013,Eugene Banks,21,1.91
1251,Bertha Harrison,21,4.62
308,Brenda Hernandez,21,6.29
4755,Rosemarie Haugen,21,1.31
4754,Joseph Terkelsen,21,2.85
4037,Ida Bernal,21,9.46
4554,Emily Christensen,21,5.33
4046,Daniel Smith,21,6.32
4075,Debra Gutierrez,21,2.42
4660,Willie Daniels,21,3.12
4053,Mimi Torres,21,0.17
4058,Clementine Ray,21,2.42
562,John Brown,21,9.79
4068,Tom Dannunzio,21,8.37
1190,Johnny Blankenship,21,3.53
4427,Chris Melancon,21,0.14
1047,Alonzo Wilson,21,3.19
4642,Celia Slowinski,21,4.31
4874,Alison Johnson,21,1.67
2364,Jaime Blankenship,21,0.98
4906,Troy Parker,21,9.19
3491,George Bohne,21,2.33
2251,Cameron Hernandez,21,7.02
3488,Mary Hughes,21,1.47
2699,Jeanette Swanson,21,5.48
3238,Brandon Villalobos,21,1.76
3025,James Bica,21,6.28
3024,Bessie Sharp,21,2.83
2248,Roberto Elsea,21,4.03
118,Anna Brew,21,7.37
2246,Mary Crosland,21,6.18
3252,Marjorie Moreno,21,4.46
3479,Betty Mckellar,21,0.62
3009,Ruth Turk,21,4.42
3007,Albert Herlocker,21,5.07
2885,Bobby Edwards,21,9.88
4859,Shane Bercier,21,3.44
3005,Jesse Chavez,21,3.74
2887,Debra Jones,21,1.39
2683,Lila Campbell,21,0.75
2564,Christopher Shelby,21,0.45
2682,Mark Snyder,21,5.82
2891,Harold Tinker,21,5.24
2679,Harvey White,21,9.93
2678,Nestor Burkey,21,3.75
3461,Daniel Walker,21,0.43
2214,Kristine Perez,21,4.51
1927,Jamison Jakeman,21,7.44
3221,Bill Shumate,21,4.04
4907,Marshall Blackwell,21,7.65
2311,John Meldrum,21,0.86
2502,Brice Hynes,21,6.03
2353,Luis Powell,21,0.17
2504,Wanda Christian,21,7.52
3185,Frances Kearns,21,2.16
1886,Carol Price,21,0.98
4913,Robert Smith,21,0.04
108,David Weis,21,0.71
4940,Federico Dahlen,21,9.57
2855,Leonard Cochran,21,4.82
2317,Gregory Snow,21,6.37
2856,Kristi King,21,5.9
1894,Patricia Stenberg,21,9.93
3038,Maxwell Mcleland,21,2.83
3500,Justin Hoobler,21,5.86
4852,Matthew Eastwood,21,8.66
2861,Robert Riley,21,8.31
3509,Arthur Fisher,21,4.56
2721,Ruth Mcgeever,21,3.67
2525,Mary Diaz,21,3.13
4856,Michael Gray,21,3.64
1922,James Brown,21,9.69
2709,Mary Scott,21,3.7
171,Carolyn Jenkins,21,7.18
20,Aubrey Owens,21,6.38
2703,Eric Richardson,21,7.9
3207,Charles Lopez,21,5.2
2209,John Rutherford,21,0.74
1973,Charlie Winski,21,5.06
2572,William Wiggins,21,9.26
2964,Richard Spooner,21,9.95
3407,Gary Roman,21,0.89
2971,Helen Bloomer,21,9.3
4872,Nita Virgil,21,0.56
3330,Lily Perryman,21,9.91
2119,Kay Cassem,21,1.35
2014,Carol Bumpus,21,4.21
2116,Marsha Brase,21,8.61
2601,Todd Pinkowski,21,8.28
3395,Charlie Leppert,21,2.63
2031,Patricia Curtis,21,1.72
2624,Sylvia Morales,21,9.73
133,Tabitha Kass,21,1.48
2039,Cherie Giorgio,21,5.87
2974,Michael Robinson,21,7.68
3388,Walter Gottlieb,21,5.87
2084,Robert Diaz,21,3.24
4883,James Linn,21,8.27
2620,Denise Altmiller,21,4.65
2618,Larry Fuentes,21,1.26
2940,Michael Dawson,21,1.23
3377,Larry Rice,21,2.54
2617,Vera Pesqueira,21,5.38
2953,Janelle Taylor,21,8.29
2613,Robert France,21,6.61
2944,Dennis Odom,21,1.97
2055,Pat Toki,21,0.34
2591,Kent Cancilla,21,1.98
2656,Melvina Brown,21,3.62
2202,Don Hall,21,3.38
2575,Monica Fortner,21,6.1
1976,Natalie Fraser,21,2.39
2669,Marion Shelton,21,3.75
3282,Lucius Blankenship,21,1.23
2901,Laurie Jones,21,5.48
3284,Charles Poteet,21,5.39
2904,Debra Harris,21,0.05
4866,Linda Lantieri,21,6.43
2574,Joan Ephriam,21,4.51
3298,Steven Dugar,21,7.7
1987,Elva Glaser,21,0.31
2906,Jo Mallette,21,5.31
2664,Irma Young,21,1.5
2165,Brian Robinson,21,0.46
3414,Brenda Freudenburg,21,1.05
2156,Rob Weber,21,6.19
128,Gary Reid,21,3.0
2910,Walter Lea,21,1.57
2583,Raymond Etheredge,21,6.75
2913,James Eargle,21,0.28
3423,Shannon Wade,21,6.84
2148,Rose Muhr,21,9.39
3417,Lewis Oshita,21,7.59
2005,Carrol Combs,21,6.83
2659,Terry Davis,21,3.61
2657,Lavonna Moore,21,0.22
2144,Charles Curtis,21,8.14
3055,George Dunn,21,9.69
2067,Dwight Levy,21,7.75
2731,Theresa Gardner,21,0.58
202,Carol Mora,21,4.71
1796,Marianne Edwards,21,1.66
1798,Lindsay Otten,21,8.14
2485,Andrew Gould,21,0.18
87,Carmen Jones,21,0.65
4846,Steven Cheever,21,1.77
2775,Kristy Fellers,21,8.21
2770,Tiffany Gray,21,7.15
3579,Wayne Burgess,21,8.74
3577,Judy Reed,21,9.25
3593,Robert Bush,21,8.78
1802,Lenny Skubis,21,8.6
3572,Martha Rincon,21,7.5
3571,Betty Jacques,21,6.0
3127,Mariko Goodman,21,2.86
3135,Yan Grubb,21,5.31
1811,William Martino,21,3.71
200,Shannon Mccullar,21,5.76
2406,Glenda Lee,21,4.34
3111,Andrea Taylor,21,8.6
1782,Carl Moeller,21,9.21
2390,Ronnie Ferebee,21,7.53
2782,Martha Muni,21,5.35
2465,Jarred Whitaker,21,4.49
2812,Dale Riggle,21,7.91
2463,Karolyn Kimrey,21,1.42
3625,Ashley Mcgrew,21,9.35
2475,Brian Dewitt,21,0.75
4983,Sharon Conard,21,7.01
3,Erica Carlino,21,6.72
3097,Michael Baskin,21,9.02
2450,Ann Jones,21,2.04
1775,Richard Ponce,21,3.0
2820,Vera Reid,21,6.87
9,Ana Perri,21,7.55
2445,Stacy Nelson,21,2.04
2482,Jessica Wilcox,21,9.69
2439,Robert Higa,21,7.37
2438,Jack Crawford,21,5.95
2822,Richard Ward,21,4.59
1769,Edna Smith,21,6.37
193,Joe Buehler,21,6.94
3581,Scott Snyder,21,6.4
2744,Gertrude Venable,21,1.99
1839,Helen Bergman,21,4.5
2734,Bruce Bergeron,21,4.74
1843,Diane Ellingsworth,21,7.25
3058,Jonathan Guajardo,21,8.07
2376,William Garner,21,3.18
3555,Betty Smith,21,9.83
3163,Peggy Thomas,21,4.08
3323,Chad Slade,20,2.38
4054,Wilma Meunier,20,6.55
4433,David Toenges,20,0.5
2335,Ricardo Addison,20,1.05
3101,Nora Clanton,20,1.64
4935,Leroy Stacy,20,5.28
312,Clyde Schuchart,20,9.36
720,Roger Clements,20,9.18
4435,Cynthia Gebhart,20,2.34
2367,Herbert Butterworth,20,3.08
834,Neal Babino,20,6.45
2977,Ryan Roessler,20,3.27
2369,Edward Thomas,20,4.62
1203,Yolanda Holliday,20,0.4
2121,Fidel Moore,20,6.33
4219,Jacob Curry,20,3.82
2589,Michael Mccloy,20,1.3
715,George Edgar,20,0.59
4437,Carlos Clark,20,1.69
3151,Letha Lopez,20,3.2
2483,Marita Drain,20,6.73
1220,Robert Hopkins,20,7.11
1176,Melissa Harris,20,7.62
2314,Tyler Torres,20,5.12
4348,Jody Carter,20,9.34
3108,David Moses,20,9.85
4074,Kimberly Landis,20,8.29
3069,Kathy Leleux,20,3.65
4891,Robert Devore,20,2.62
914,Barbara Stern,20,0.71
735,Kevin Williams,20,8.63
1194,Cindi Oberst,20,6.7
2437,Mary Napoleon,20,0.05
4189,Russel Walter,20,0.07
911,Brenda Bravo,20,4.51
723,Twana Fitzgerald,20,6.13
4325,Noah Ramos,20,0.73
4062,Jason Stevens,20,8.35
721,James Baker,20,6.0
4365,Saul Soto,20,9.57
4285,Bertha Perry,20,7.48
4042,Clyde Pleasanton,20,1.92
4040,Charlie Beal,20,9.32
4419,Jose Gillis,20,2.22
81,Gregory Smith,20,2.64
2605,Justin Fairley,20,4.81
4761,Denise Mcnair,20,5.02
828,Ruth Holliday,20,1.61
3086,George Moses,20,7.43
2077,Bettye Moore,20,6.56
2472,Maria Olson,20,4.61
43,Cedric Smith,20,9.58
3360,Elena Bryant,20,4.2
42,Kimberly Bowser,20,6.69
3083,Edward Carter,20,5.47
367,Caroline Thrower,20,4.36
4003,Zackary Qualls,20,5.31
4917,Sally Smith,20,3.54
363,Jacqueline Aguilar,20,7.14
4464,Hugo Hudgins,20,2.49
2468,Jack Pickens,20,2.89
875,Arthur Birdwell,20,0.08
4000,Jill Wisbey,20,0.73
2952,Lindsey Bockelman,20,7.66
3367,Wendy Dilley,20,0.95
676,Guadalupe Nelson,20,1.26
882,James Cooper,20,7.88
3354,Catherine Kozma,20,7.86
3329,Kevin Sharpe,20,6.63
4457,Shannon Sweet,20,6.53
892,Megan Reynolds,20,0.89
2336,Donna Johnson,20,7.43
4724,Edda Oneil,20,2.87
707,Candace Mcdearmont,20,0.05
3332,Ronald Dubinsky,20,9.67
997,Megan Kelley,20,8.33
4753,Ana Scott,20,7.99
983,Dale Jones,20,0.9
4296,Effie Adcock,20,4.74
4027,Robert Hernandez,20,8.39
890,Emil Race,20,1.44
2451,Denise Lounsbury,20,8.55
886,Robert Wheaton,20,7.47
3179,Theodore Mahoney,20,3.05
3338,Wayne Wendt,20,4.69
1239,Vincent Steigerwalt,20,5.31
1248,Andrew Candelario,20,3.51
2096,Patricia Fisher,20,8.07
3346,John Stover,20,1.39
2960,Stephen Brown,20,4.72
3092,Lenore Everett,20,4.99
2430,Suzanne Scherer,20,9.41
2429,Tanya Stechlinski,20,1.53
1173,Virginia Amaro,20,9.14
4186,Gina Lawson,20,8.91
3137,Claudia Smith,20,4.55
2496,Thomas Higdon,20,4.97
952,Donald Richards,20,8.13
4250,John Hayslip,20,7.96
951,Ray Ransom,20,3.2
1089,Jenifer Cox,20,1.78
1037,Robert Athearn,20,9.79
4140,Michelle Park,20,9.67
3021,Gladys Jones,20,3.45
364,Julie Mueller,20,2.11
3020,James Perfater,20,1.67
3244,Clarissa Caballero,20,8.98
2247,Tina Mathis,20,4.39
3017,Misty Segovia,20,9.14
4924,Nancy Edmunds,20,8.61
1100,Mildred Kern,20,4.73
781,Claire Spelman,20,7.48
1034,Martha Larrabee,20,5.98
1105,Christine Harkins,20,6.26
852,Jacob Outlaw,20,1.22
3132,Nicholas Leal,20,0.44
955,Kathy Morris,20,9.76
3234,Mary Allen,20,1.31
64,Ashley Mcilvain,20,2.95
2284,Ruth Rodriguez,20,3.47
3204,Donald Bolton,20,8.48
2387,Mary Vandenbosch,20,8.33
4728,Andrew Bienenstock,20,3.52
3214,Patrick Chapman,20,0.12
4921,Ricky Belles,20,9.27
2528,Virginia Johnson,20,6.71
2531,Lana Silvis,20,1.42
2400,Judith Rappold,20,3.95
958,Robert Cote,20,7.94
2401,Sharon Sosa,20,9.04
3028,William Dawkins,20,3.22
1055,Sonja Cress,20,8.88
3224,Patrick Correa,20,1.88
4380,Lillian Miller,20,5.74
3995,Doreen Macina,20,9.13
957,Tracy Ferrell,20,0.69
2386,Jacquelyn Crocker,20,7.56
2258,Victor Gamboa,20,7.59
3029,Denise Cardinale,20,8.91
1068,Kevin Whatley,20,9.16
776,Thomas Johnson,20,6.03
853,Deborah Walter,20,7.4
2228,Desmond Jahnke,20,4.95
2195,Mary Pralle,20,6.54
1153,Robin Peterson,20,4.3
2198,Amber Mcclain,20,2.28
4331,Fred Greer,20,2.86
2516,Steven Janosko,20,2.55
3280,Miles Winters,20,8.67
2573,Thomas Dickerson,20,1.44
1158,Joyce Hernandez,20,1.3
376,Raphael Wofford,20,4.1
4694,Theresa Harris,20,3.58
860,Sara Garcia,20,0.88
1019,Gloria Todd,20,2.87
2194,John Bromley,20,6.65
2989,Maira Arnold,20,2.57
925,Cassandra Banta,20,7.21
2484,Suzy Troutman,20,8.63
4712,Millard Harris,20,5.89
750,Terry Green,20,4.41
3293,Matthew Stallard,20,6.66
3296,Karen Airington,20,7.23
3148,Linda Roberts,20,5.3
4371,Julia Berlinski,20,4.41
2992,Gary Sickafoose,20,4.89
4920,Teri Carter,20,5.31
2220,Jimmy Chambers,20,2.31
2382,Brandon Weaver,20,7.89
1115,Sharon Blount,20,6.78
4261,Ethel Lapoint,20,4.45
2225,Daniel Jones,20,8.47
3159,Phillip Taylor,20,2.76
3065,Archie Combs,20,0.61
2427,Darrel Marston,20,6.41
349,Rebeca Williams,20,1.05
1123,Joseph Triplett,20,0.07
765,Hubert Lent,20,9.4
939,Stacy Bredesen,20,9.38
2994,Gerald Evans,20,3.46
764,Willie Ricard,20,6.82
3269,Ollie Davis,20,5.32
4739,Anglea Smith,20,5.74
1024,David Dolney,20,2.74
323,Ellen Jensen,20,4.33
3199,Marie Yeung,20,7.07
840,Bryan Trunzo,20,0.59
4108,Edith Robinson,20,4.29
2275,Gloria Davis,20,5.7
3078,Roy Castro,20,4.73
295,Carma Ramos,20,7.69
3497,John Roa,20,1.95
4802,Robert Flahive,20,2.26
1945,Shannon Shay,20,1.27
394,Cody Tyson,20,0.35
438,Robert Schofield,20,9.5
2762,Darlene Ancira,20,3.3
3482,Van Oliver,20,7.35
3483,Eric Smisek,20,0.14
3485,Robt Thompson,20,8.14
452,Theresa Lang,20,8.4
3704,Arlene King,20,8.23
3570,Katherine Torgerson,20,7.81
235,Joyce Davis,20,7.17
1481,Steven Binger,20,7.48
2758,Brian Williams,20,4.04
2700,Joseph Lowry,20,4.29
1484,Roger Klitz,20,3.37
3490,Jerome Naffziger,20,7.7
1485,Dennis Wilson,20,0.16
1641,Gene Searcy,20,8.84
3492,Alexander Oconnor,20,0.91
4556,Willie Obrien,20,9.42
4557,Saul Ray,20,0.49
541,Doris Truesdale,20,9.4
1467,Tina Walters,20,7.4
2877,Elvira Yang,20,9.3
3695,Gordon Bludworth,20,7.95
4528,Thomas Cunningham,20,3.62
606,Amanda Abbott,20,7.64
1674,Elizabeth Miller,20,8.29
2896,Carl Murry,20,4.01
164,Dong Christian,20,2.54
3866,Vicki Pereira,20,7.1
4597,Jayne Cahill,20,0.54
3469,Richard Brunner,20,6.02
1960,Victoria Clark,20,6.52
3861,Robert Robles,20,2.88
3590,Jason Helm,20,1.77
1672,Christopher Yu,20,0.03
1665,Jesica Johnson,20,7.48
1955,Marla Arebalo,20,9.96
221,Kimberly Ullmann,20,0.65
3475,Dennis Batie,20,3.43
2692,Laura Thompson,20,1.21
3846,Chrystal Huffman,20,3.01
4538,Roland Morin,20,1.43
434,Roberto Rozmus,20,4.06
1792,Helen Brooks,20,9.26
1666,Mary Simpson,20,3.35
4541,Claude Bryant,20,2.21
4658,Joy Kabat,20,5.24
397,John Jackson,20,7.66
608,Doreen Conrad,20,3.64
455,Benjamin Skaggs,20,1.19
1819,Casey Daniels,20,4.56
3525,Lucia Johnson,20,1.8
3764,Catherine Jensen,20,3.02
1577,John Wilson,20,7.84
3762,Loretta England,20,4.98
194,Letty Stiegman,20,4.44
1578,Mark Cunningham,20,3.89
3727,Tracey Mcgrath,20,4.78
1823,Gloria Hamburg,20,7.11
1882,Danny Chambers,20,7.24
184,William Downes,20,0.06
474,Isabel Schmidt,20,0.15
4816,Shirley Bryant,20,1.84
482,Jacob Rippy,20,4.18
225,Harriett Lawrence,20,9.7
3734,Elizabeth Dowling,20,2.13
1623,Claudia Wilson,20,1.22
2844,Evelyn Tidwell,20,0.71
189,Tanner Pedraza,20,6.81
3745,Ronald Weathersby,20,6.96
